X,Y,Index
32.5,3.5,0
34.5,3.5,1
36.5,4.5,2
37.5,3.5,3
39.5,3.5,4
41.5,3.5,5
41.5,5.5,6
43.5,6.5,7
44.5,5.5,8
46.5,4.5,9
47.5,5.5,10
48.5,7.5,11
49.5,9.5,12
50.5,10.5,13
50.5,12.5,14
50.5,14.5,15
51.5,16.5,16
53.5,16.5,17
54.5,15.5,18
56.5,14.5,19
56.5,12.5,20
58.5,11.5,21
59.5,12.5,22
61.5,13.5,23
61.5,15.5,24
62.5,16.5,25
63.5,16.5,26
60.5,16.5,27
59.5,17.5,28
60.5,19.5,29
60.5,20.5,30
62.5,21.5,31
63.5,20.5,32
63.5,19.5,33
63.5,21.5,34
63.5,23.5,35
62.5,25.5,36
60.5,26.5,37
58.5,26.5,38
58.5,24.5,39
57.5,22.5,40
56.5,21.5,41
54.5,22.5,42
53.5,23.5,43
53.5,25.5,44
55.5,26.5,45
56.5,28.5,46
57.5,29.5,47
57.5,31.5,48
57.5,32.5,49
55.5,32.5,50
56.5,34.5,51
56.5,35.5,52
54.5,36.5,53
52.5,37.5,54
52.5,39.5,55
53.5,40.5,56
53.5,42.5,57
52.5,44.5,58
53.5,45.5,59
55.5,46.5,60
56.5,45.5,61
56.5,43.5,62
56.5,41.5,63
56.5,40.5,64
56.5,38.5,65
56.5,39.5,66
56.5,42.5,67
54.5,48.5,68
54.5,49.5,69
54.5,51.5,70
54.5,53.5,71
54.5,55.5,72
53.5,56.5,73
53.5,58.5,74
52.5,59.5,75
53.5,61.5,76
53.5,63.5,77
55.5,63.5,78
56.5,62.5,79
56.5,60.5,80
56.5,59.5,81
56.5,57.5,82
56.5,58.5,83
56.5,61.5,84
55.5,65.5,85
56.5,67.5,86
55.5,68.5,87
53.5,67.5,88
52.5,68.5,89
52.5,70.5,90
53.5,71.5,91
54.5,72.5,92
53.5,74.5,93
54.5,76.5,94
54.5,77.5,95
56.5,78.5,96
56.5,79.5,97
57.5,81.5,98
57.5,82.5,99
57.5,84.5,100
55.5,84.5,101
54.5,86.5,102
53.5,87.5,103
54.5,89.5,104
53.5,91.5,105
54.5,93.5,106
54.5,95.5,107
54.5,97.5,108
55.5,99.5,109
56.5,100.5,110
55.5,102.5,111
53.5,102.5,112
53.5,104.5,113
53.5,106.5,114
