X,Y,Index
24.5,44.5,0
24.5,45.5,1
25.5,47.5,2
27.5,47.5,3
29.5,47.5,4
29.5,45.5,5
27.5,44.5,6
30.5,44.5,7
32.5,44.5,8
33.5,44.5,9
34.5,46.5,10
35.5,47.5,11
36.5,49.5,12
35.5,51.5,13
34.5,52.5,14
32.5,51.5,15
31.5,52.5,16
29.5,51.5,17
28.5,52.5,18
26.5,51.5,19
25.5,52.5,20
23.5,51.5,21
21.5,52.5,22
19.5,52.5,23
17.5,51.5,24
17.5,49.5,25
15.5,49.5,26
14.5,50.5,27
13.5,51.5,28
11.5,51.5,29
11.5,49.5,30
9.5,49.5,31
8.5,50.5,32
6.5,51.5,33
5.5,49.5,34
4.5,49.5,35
3.5,51.5,36
3.5,53.5,37
4.5,54.5,38
6.5,55.5,39
8.5,54.5,40
8.5,53.5,41
9.5,55.5,42
11.5,54.5,43
13.5,55.5,44
15.5,55.5,45
15.5,53.5,46
17.5,54.5,47
19.5,55.5,48
20.5,55.5,49
22.5,55.5,50
23.5,54.5,51
25.5,55.5,52
26.5,55.5,53
27.5,57.5,54
26.5,58.5,55
25.5,60.5,56
25.5,62.5,57
26.5,63.5,58
28.5,64.5,59
27.5,66.5,60
29.5,67.5,61
30.5,66.5,62
32.5,65.5,63
34.5,65.5,64
35.5,67.5,65
35.5,69.5,66
37.5,69.5,67
38.5,69.5,68
40.5,68.5,69
40.5,67.5,70
41.5,68.5,71
43.5,69.5,72
43.5,70.5,73
44.5,68.5,74
46.5,68.5,75
46.5,70.5,76
48.5,70.5,77
49.5,70.5,78
50.5,68.5,79
52.5,68.5,80
53.5,67.5,81
55.5,68.5,82
56.5,67.5,83
58.5,68.5,84
59.5,70.5,85
60.5,71.5,86
60.5,73.5,87
60.5,74.5,88
60.5,76.5,89
60.5,77.5,90
61.5,79.5,91
60.5,81.5,92
60.5,82.5,93
60.5,84.5,94
60.5,86.5,95
59.5,87.5,96
57.5,86.5,97
56.5,87.5,98
54.5,86.5,99
53.5,87.5,100
54.5,89.5,101
53.5,91.5,102
54.5,93.5,103
54.5,95.5,104
54.5,97.5,105
55.5,99.5,106
56.5,100.5,107
58.5,101.5,108
58.5,103.5,109
60.5,104.5,110
60.5,106.5,111
62.5,107.5,112
63.5,106.5,113
63.5,104.5,114
64.5,103.5,115
66.5,104.5,116
66.5,106.5,117
67.5,108.5,118
65.5,109.5,119
64.5,110.5,120
64.5,112.5,121
64.5,114.5,122
66.5,115.5,123
66.5,117.5,124
68.5,118.5,125
69.5,119.5,126
70.5,121.5,127
68.5,122.5,128
67.5,123.5,129
65.5,122.5,130
65.5,120.5,131
63.5,119.5,132
63.5,117.5,133
62.5,116.5,134
60.5,117.5,135
60.5,119.5,136
59.5,120.5,137
57.5,119.5,138
56.5,120.5,139
54.5,119.5,140
53.5,120.5,141
51.5,119.5,142
50.5,120.5,143
48.5,119.5,144
47.5,120.5,145
45.5,119.5,146
43.5,118.5,147
42.5,119.5,148
41.5,120.5,149
39.5,119.5,150
37.5,118.5,151
37.5,116.5,152
36.5,115.5,153
34.5,116.5,154
34.5,118.5,155
33.5,119.5,156
31.5,118.5,157
31.5,117.5,158
30.5,116.5,159
28.5,117.5,160
27.5,117.5,161
25.5,117.5,162
24.5,119.5,163
24.5,121.5,164
22.5,122.5,165
22.5,124.5,166
24.5,124.5,167
25.5,126.5,168
24.5,127.5,169
24.5,129.5,170
23.5,130.5,171
22.5,131.5,172
22.5,133.5,173
23.5,134.5,174
24.5,135.5,175
24.5,137.5,176
24.5,138.5,177
25.5,140.5,178
26.5,142.5,179
26.5,144.5,180
24.5,145.5,181
23.5,146.5,182
21.5,145.5,183
20.5,146.5,184
18.5,145.5,185
17.5,146.5,186
15.5,147.5,187
14.5,146.5,188
12.5,145.5,189
11.5,146.5,190
9.5,147.5,191
8.5,146.5,192
6.5,147.5,193
5.5,147.5,194
5.5,149.5,195
5.5,150.5,196
5.5,152.5,197
5.5,154.5,198
5.5,156.5,199
7.5,156.5,200
8.5,156.5,201
9.5,154.5,202
11.5,155.5,203
12.5,155.5,204
14.5,156.5,205
15.5,156.5,206
16.5,154.5,207
18.5,154.5,208
18.5,156.5,209
20.5,156.5,210
21.5,156.5,211
22.5,154.5,212
24.5,154.5,213
24.5,156.5,214
26.5,156.5,215
27.5,155.5,216
27.5,153.5,217
28.5,151.5,218
28.5,149.5,219
29.5,148.5,220
31.5,149.5,221
31.5,151.5,222
33.5,152.5,223
34.5,152.5,224
34.5,151.5,225
34.5,149.5,226
34.5,147.5,227
33.5,146.5,228
34.5,144.5,229
35.5,143.5,230
34.5,141.5,231
34.5,140.5,232
34.5,138.5,233
34.5,136.5,234
34.5,135.5,235
34.5,133.5,236
35.5,131.5,237
33.5,130.5,238
31.5,129.5,239
31.5,128.5,240
31.5,126.5,241
31.5,124.5,242
31.5,123.5,243
31.5,121.5,244
33.5,122.5,245
35.5,122.5,246
35.5,124.5,247
35.5,126.5,248
37.5,127.5,249
38.5,126.5,250
39.5,125.5,251
41.5,126.5,252
43.5,125.5,253
44.5,126.5,254
46.5,127.5,255
47.5,127.5,256
49.5,126.5,257
49.5,125.5,258
47.5,124.5,259
46.5,123.5,260
44.5,122.5,261
43.5,122.5,262
41.5,123.5,263
39.5,122.5,264
38.5,122.5,265
45.5,122.5,266
47.5,123.5,267
46.5,124.5,268
45.5,123.5,269
49.5,123.5,270
51.5,123.5,271
53.5,124.5,272
55.5,123.5,273
57.5,124.5,274
58.5,123.5,275
60.5,124.5,276
61.5,123.5,277
62.5,122.5,278
63.5,124.5,279
63.5,126.5,280
63.5,127.5,281
64.5,127.5,282
66.5,127.5,283
67.5,126.5,284
69.5,127.5,285
70.5,126.5,286
72.5,127.5,287
73.5,127.5,288
75.5,127.5,289
76.5,126.5,290
76.5,124.5,291
76.5,123.5,292
76.5,121.5,293
76.5,119.5,294
77.5,118.5,295
77.5,116.5,296
75.5,115.5,297
73.5,114.5,298
72.5,115.5,299
72.5,117.5,300
73.5,119.5,301
73.5,121.5,302
73.5,123.5,303
72.5,124.5,304
73.5,124.5,305
73.5,122.5,306
72.5,123.5,307
73.5,120.5,308
72.5,118.5,309
73.5,118.5,310
72.5,119.5,311
70.5,114.5,312
69.5,115.5,313
69.5,113.5,314
67.5,112.5,315
67.5,111.5,316
69.5,110.5,317
70.5,108.5,318
71.5,107.5,319
72.5,106.5,320
72.5,104.5,321
