X,Y,Index
20.5,22.5,0
22.5,22.5,1
24.5,23.5,2
24.5,24.5,3
26.5,25.5,4
27.5,25.5,5
27.5,24.5,6
28.5,22.5,7
30.5,23.5,8
31.5,24.5,9
31.5,26.5,10
33.5,25.5,11
35.5,26.5,12
37.5,26.5,13
38.5,27.5,14
40.5,28.5,15
41.5,27.5,16
43.5,28.5,17
44.5,27.5,18
46.5,26.5,19
46.5,24.5,20
45.5,22.5,21
43.5,23.5,22
41.5,24.5,23
40.5,24.5,24
41.5,23.5,25
42.5,22.5,26
42.5,24.5,27
42.5,23.5,28
43.5,24.5,29
41.5,22.5,30
44.5,22.5,31
43.5,22.5,32
47.5,23.5,33
44.5,23.5,34
48.5,23.5,35
45.5,23.5,36
46.5,22.5,37
44.5,24.5,38
46.5,23.5,39
47.5,22.5,40
48.5,24.5,41
49.5,25.5,42
49.5,27.5,43
49.5,28.5,44
50.5,30.5,45
48.5,31.5,46
47.5,32.5,47
47.5,34.5,48
47.5,36.5,49
46.5,37.5,50
44.5,36.5,51
43.5,37.5,52
41.5,36.5,53
40.5,37.5,54
38.5,36.5,55
37.5,37.5,56
35.5,36.5,57
34.5,37.5,58
32.5,36.5,59
31.5,37.5,60
29.5,36.5,61
28.5,37.5,62
26.5,36.5,63
24.5,35.5,64
24.5,33.5,65
22.5,32.5,66
21.5,33.5,67
19.5,32.5,68
18.5,32.5,69
18.5,34.5,70
18.5,36.5,71
18.5,37.5,72
19.5,39.5,73
21.5,40.5,74
22.5,41.5,75
22.5,43.5,76
24.5,44.5,77
25.5,43.5,78
27.5,44.5,79
28.5,43.5,80
30.5,44.5,81
32.5,45.5,82
33.5,44.5,83
34.5,43.5,84
36.5,42.5,85
37.5,41.5,86
39.5,40.5,87
41.5,41.5,88
42.5,42.5,89
43.5,44.5,90
41.5,45.5,91
41.5,47.5,92
43.5,48.5,93
43.5,50.5,94
41.5,51.5,95
40.5,50.5,96
39.5,49.5,97
37.5,50.5,98
35.5,51.5,99
34.5,52.5,100
32.5,51.5,101
31.5,52.5,102
29.5,51.5,103
28.5,52.5,104
26.5,51.5,105
25.5,52.5,106
23.5,51.5,107
22.5,52.5,108
20.5,51.5,109
19.5,52.5,110
17.5,51.5,111
17.5,49.5,112
18.5,48.5,113
18.5,46.5,114
18.5,44.5,115
19.5,43.5,116
18.5,42.5,117
16.5,43.5,118
17.5,43.5,119
16.5,44.5,120
14.5,45.5,121
12.5,46.5,122
12.5,48.5,123
11.5,49.5,124
11.5,51.5,125
11.5,52.5,126
11.5,54.5,127
13.5,55.5,128
14.5,56.5,129
15.5,57.5,130
15.5,58.5,131
16.5,58.5,132
18.5,57.5,133
19.5,55.5,134
21.5,55.5,135
21.5,57.5,136
21.5,58.5,137
22.5,58.5,138
23.5,59.5,139
24.5,61.5,140
26.5,60.5,141
28.5,60.5,142
28.5,58.5,143
27.5,57.5,144
26.5,56.5,145
24.5,55.5,146
24.5,56.5,147
25.5,55.5,148
27.5,55.5,149
29.5,55.5,150
30.5,55.5,151
32.5,56.5,152
32.5,58.5,153
33.5,55.5,154
35.5,55.5,155
33.5,56.5,156
34.5,55.5,157
32.5,57.5,158
31.5,58.5,159
31.5,59.5,160
34.5,56.5,161
33.5,57.5,162
31.5,57.5,163
32.5,55.5,164
31.5,55.5,165
30.5,56.5,166
31.5,56.5,167
25.5,57.5,168
28.5,55.5,169
26.5,55.5,170
25.5,56.5,171
29.5,56.5,172
28.5,57.5,173
30.5,58.5,174
27.5,56.5,175
29.5,57.5,176
26.5,57.5,177
28.5,56.5,178
30.5,57.5,179
30.5,59.5,180
29.5,60.5,181
29.5,58.5,182
29.5,61.5,183
30.5,60.5,184
29.5,59.5,185
27.5,59.5,186
28.5,61.5,187
26.5,58.5,188
28.5,59.5,189
27.5,60.5,190
26.5,59.5,191
27.5,61.5,192
27.5,58.5,193
25.5,61.5,194
26.5,61.5,195
25.5,60.5,196
25.5,58.5,197
25.5,59.5,198
24.5,60.5,199
23.5,61.5,200
24.5,59.5,201
22.5,60.5,202
23.5,60.5,203
22.5,59.5,204
24.5,58.5,205
24.5,57.5,206
23.5,58.5,207
23.5,57.5,208
23.5,56.5,209
22.5,57.5,210
22.5,55.5,211
22.5,56.5,212
23.5,55.5,213
17.5,54.5,214
15.5,53.5,215
14.5,51.5,216
14.5,50.5,217
14.5,52.5,218
16.5,54.5,219
21.5,56.5,220
20.5,55.5,221
18.5,56.5,222
19.5,58.5,223
19.5,57.5,224
17.5,55.5,225
19.5,56.5,226
20.5,58.5,227
20.5,57.5,228
18.5,55.5,229
20.5,56.5,230
18.5,58.5,231
17.5,58.5,232
17.5,57.5,233
17.5,56.5,234
16.5,55.5,235
16.5,57.5,236
16.5,56.5,237
14.5,57.5,238
15.5,55.5,239
14.5,54.5,240
15.5,56.5,241
12.5,56.5,242
15.5,54.5,243
14.5,55.5,244
13.5,56.5,245
14.5,53.5,246
13.5,54.5,247
11.5,55.5,248
12.5,55.5,249
12.5,54.5,250
13.5,53.5,251
12.5,53.5,252
12.5,52.5,253
13.5,51.5,254
13.5,52.5,255
11.5,53.5,256
12.5,51.5,257
14.5,49.5,258
11.5,50.5,259
12.5,50.5,260
12.5,49.5,261
13.5,50.5,262
13.5,49.5,263
14.5,48.5,264
11.5,47.5,265
11.5,45.5,266
9.5,46.5,267
10.5,43.5,268
11.5,41.5,269
11.5,40.5,270
9.5,39.5,271
9.5,38.5,272
9.5,36.5,273
11.5,35.5,274
11.5,34.5,275
10.5,32.5,276
9.5,33.5,277
13.5,33.5,278
14.5,34.5,279
14.5,33.5,280
12.5,31.5,281
11.5,30.5,282
11.5,28.5,283
13.5,28.5,284
14.5,27.5,285
15.5,26.5,286
15.5,24.5,287
17.5,25.5,288
18.5,26.5,289
20.5,25.5,290
19.5,24.5,291
21.5,25.5,292
19.5,23.5,293
19.5,27.5,294
20.5,26.5,295
19.5,26.5,296
18.5,27.5,297
18.5,25.5,298
19.5,25.5,299
17.5,27.5,300
17.5,26.5,301
16.5,25.5,302
14.5,25.5,303
16.5,28.5,304
16.5,29.5,305
16.5,26.5,306
15.5,25.5,307
16.5,27.5,308
15.5,29.5,309
15.5,30.5,310
13.5,26.5,311
15.5,27.5,312
12.5,27.5,313
14.5,28.5,314
14.5,26.5,315
15.5,28.5,316
13.5,27.5,317
14.5,29.5,318
12.5,28.5,319
11.5,29.5,320
12.5,30.5,321
12.5,29.5,322
13.5,29.5,323
13.5,30.5,324
14.5,30.5,325
11.5,31.5,326
13.5,32.5,327
13.5,31.5,328
14.5,32.5,329
14.5,31.5,330
11.5,32.5,331
12.5,32.5,332
13.5,34.5,333
12.5,36.5,334
11.5,33.5,335
12.5,35.5,336
12.5,34.5,337
12.5,33.5,338
12.5,37.5,339
10.5,33.5,340
9.5,35.5,341
9.5,34.5,342
10.5,35.5,343
10.5,34.5,344
11.5,36.5,345
11.5,37.5,346
10.5,36.5,347
9.5,37.5,348
10.5,37.5,349
11.5,38.5,350
12.5,38.5,351
10.5,38.5,352
12.5,41.5,353
10.5,39.5,354
12.5,40.5,355
9.5,40.5,356
10.5,40.5,357
11.5,39.5,358
12.5,39.5,359
9.5,43.5,360
9.5,41.5,361
11.5,42.5,362
13.5,42.5,363
10.5,41.5,364
12.5,42.5,365
9.5,42.5,366
10.5,42.5,367
9.5,44.5,368
10.5,44.5,369
11.5,43.5,370
9.5,45.5,371
12.5,43.5,372
13.5,48.5,373
10.5,46.5,374
12.5,47.5,375
11.5,48.5,376
11.5,46.5,377
11.5,44.5,378
10.5,47.5,379
10.5,45.5,380
12.5,44.5,381
13.5,43.5,382
14.5,47.5,383
13.5,44.5,384
13.5,46.5,385
14.5,43.5,386
15.5,47.5,387
12.5,45.5,388
14.5,46.5,389
13.5,47.5,390
13.5,45.5,391
14.5,44.5,392
15.5,46.5,393
15.5,45.5,394
15.5,44.5,395
19.5,42.5,396
18.5,43.5,397
17.5,42.5,398
20.5,45.5,399
21.5,46.5,400
23.5,47.5,401
25.5,48.5,402
26.5,47.5,403
28.5,48.5,404
29.5,47.5,405
31.5,48.5,406
32.5,48.5,407
34.5,48.5,408
35.5,47.5,409
37.5,46.5,410
38.5,45.5,411
39.5,43.5,412
38.5,46.5,413
38.5,44.5,414
37.5,45.5,415
36.5,45.5,416
37.5,47.5,417
36.5,46.5,418
36.5,47.5,419
35.5,48.5,420
35.5,46.5,421
34.5,47.5,422
33.5,48.5,423
30.5,47.5,424
29.5,48.5,425
30.5,48.5,426
28.5,47.5,427
27.5,47.5,428
26.5,48.5,429
27.5,48.5,430
24.5,47.5,431
23.5,48.5,432
25.5,47.5,433
24.5,48.5,434
22.5,48.5,435
22.5,47.5,436
21.5,48.5,437
22.5,46.5,438
21.5,47.5,439
17.5,45.5,440
16.5,46.5,441
19.5,44.5,442
18.5,45.5,443
20.5,46.5,444
17.5,44.5,445
19.5,45.5,446
16.5,45.5,447
20.5,47.5,448
19.5,46.5,449
20.5,48.5,450
17.5,46.5,451
19.5,47.5,452
17.5,47.5,453
19.5,48.5,454
15.5,49.5,455
16.5,48.5,456
18.5,47.5,457
17.5,48.5,458
16.5,47.5,459
15.5,48.5,460
16.5,52.5,461
16.5,50.5,462
18.5,49.5,463
17.5,50.5,464
15.5,51.5,465
16.5,53.5,466
16.5,49.5,467
15.5,52.5,468
16.5,51.5,469
15.5,50.5,470
20.5,54.5,471
18.5,53.5,472
17.5,52.5,473
18.5,54.5,474
17.5,53.5,475
19.5,54.5,476
19.5,50.5,477
21.5,49.5,478
20.5,50.5,479
18.5,51.5,480
19.5,53.5,481
19.5,49.5,482
19.5,51.5,483
18.5,52.5,484
18.5,50.5,485
20.5,49.5,486
21.5,53.5,487
23.5,54.5,488
20.5,52.5,489
21.5,54.5,490
22.5,54.5,491
20.5,53.5,492
22.5,50.5,493
24.5,49.5,494
21.5,51.5,495
