X,Y,Index
88.5,16.5,0
88.5,17.5,1
89.5,19.5,2
89.5,20.5,3
90.5,20.5,4
91.5,21.5,5
93.5,22.5,6
93.5,23.5,7
94.5,25.5,8
92.5,26.5,9
90.5,27.5,10
90.5,29.5,11
92.5,30.5,12
92.5,32.5,13
94.5,33.5,14
96.5,34.5,15
98.5,34.5,16
99.5,32.5,17
100.5,31.5,18
101.5,30.5,19
101.5,28.5,20
99.5,28.5,21
98.5,29.5,22
96.5,28.5,23
94.5,28.5,24
95.5,30.5,25
96.5,31.5,26
95.5,29.5,27
95.5,28.5,28
96.5,30.5,29
96.5,29.5,30
97.5,30.5,31
98.5,28.5,32
97.5,29.5,33
97.5,28.5,34
103.5,28.5,35
104.5,28.5,36
105.5,30.5,37
106.5,31.5,38
107.5,33.5,39
105.5,34.5,40
104.5,34.5,41
102.5,35.5,42
102.5,36.5,43
104.5,37.5,44
104.5,38.5,45
103.5,40.5,46
101.5,41.5,47
102.5,43.5,48
102.5,45.5,49
102.5,47.5,50
103.5,49.5,51
104.5,50.5,52
106.5,49.5,53
107.5,49.5,54
109.5,50.5,55
110.5,48.5,56
111.5,47.5,57
111.5,45.5,58
110.5,44.5,59
110.5,42.5,60
111.5,41.5,61
112.5,40.5,62
111.5,38.5,63
111.5,36.5,64
111.5,34.5,65
110.5,33.5,66
109.5,31.5,67
109.5,29.5,68
108.5,27.5,69
108.5,26.5,70
109.5,26.5,71
111.5,27.5,72
112.5,27.5,73
112.5,25.5,74
114.5,24.5,75
114.5,23.5,76
113.5,21.5,77
112.5,20.5,78
112.5,21.5,79
113.5,20.5,80
114.5,18.5,81
113.5,16.5,82
115.5,16.5,83
116.5,16.5,84
114.5,17.5,85
114.5,16.5,86
113.5,17.5,87
113.5,18.5,88
113.5,19.5,89
114.5,20.5,90
114.5,19.5,91
112.5,22.5,92
114.5,21.5,93
115.5,25.5,94
116.5,26.5,95
118.5,25.5,96
120.5,25.5,97
121.5,26.5,98
120.5,28.5,99
121.5,29.5,100
121.5,31.5,101
122.5,33.5,102
120.5,34.5,103
119.5,35.5,104
120.5,37.5,105
119.5,39.5,106
121.5,40.5,107
121.5,41.5,108
122.5,43.5,109
120.5,44.5,110
120.5,45.5,111
122.5,46.5,112
121.5,48.5,113
120.5,50.5,114
118.5,49.5,115
117.5,47.5,116
117.5,46.5,117
117.5,44.5,118
117.5,42.5,119
117.5,41.5,120
118.5,42.5,121
117.5,43.5,122
117.5,45.5,123
117.5,50.5,124
115.5,49.5,125
114.5,50.5,126
112.5,51.5,127
112.5,53.5,128
114.5,54.5,129
115.5,55.5,130
117.5,54.5,131
118.5,55.5,132
120.5,56.5,133
122.5,57.5,134
123.5,59.5,135
122.5,60.5,136
121.5,62.5,137
121.5,64.5,138
123.5,65.5,139
124.5,64.5,140
124.5,62.5,141
126.5,61.5,142
127.5,62.5,143
127.5,64.5,144
129.5,64.5,145
130.5,62.5,146
132.5,63.5,147
132.5,65.5,148
131.5,66.5,149
131.5,68.5,150
133.5,69.5,151
133.5,71.5,152
133.5,72.5,153
134.5,72.5,154
134.5,73.5,155
135.5,73.5,156
135.5,74.5,157
134.5,68.5,158
136.5,69.5,159
137.5,69.5,160
137.5,68.5,161
137.5,66.5,162
137.5,64.5,163
136.5,63.5,164
135.5,64.5,165
137.5,63.5,166
138.5,63.5,167
135.5,63.5,168
138.5,64.5,169
135.5,65.5,170
138.5,65.5,171
138.5,66.5,172
136.5,65.5,173
136.5,64.5,174
137.5,65.5,175
136.5,66.5,176
137.5,67.5,177
136.5,67.5,178
135.5,66.5,179
136.5,68.5,180
135.5,67.5,181
135.5,70.5,182
134.5,71.5,183
135.5,68.5,184
133.5,70.5,185
134.5,69.5,186
134.5,67.5,187
132.5,71.5,188
135.5,69.5,189
134.5,70.5,190
132.5,70.5,191
130.5,69.5,192
129.5,68.5,193
131.5,69.5,194
133.5,68.5,195
131.5,70.5,196
132.5,69.5,197
130.5,67.5,198
132.5,68.5,199
130.5,68.5,200
129.5,67.5,201
134.5,66.5,202
133.5,67.5,203
132.5,66.5,204
131.5,67.5,205
133.5,66.5,206
134.5,65.5,207
132.5,67.5,208
134.5,64.5,209
133.5,63.5,210
134.5,61.5,211
134.5,60.5,212
135.5,60.5,213
137.5,60.5,214
138.5,60.5,215
136.5,60.5,216
132.5,60.5,217
133.5,60.5,218
134.5,62.5,219
133.5,65.5,220
133.5,61.5,221
134.5,63.5,222
132.5,64.5,223
133.5,64.5,224
133.5,62.5,225
130.5,60.5,226
132.5,61.5,227
131.5,62.5,228
130.5,61.5,229
131.5,60.5,230
132.5,62.5,231
131.5,61.5,232
129.5,60.5,233
131.5,65.5,234
130.5,66.5,235
131.5,64.5,236
130.5,63.5,237
129.5,65.5,238
131.5,63.5,239
130.5,65.5,240
130.5,64.5,241
129.5,66.5,242
129.5,61.5,243
128.5,64.5,244
