Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Index
1.1214764110912645,-2.8675893633554486,-9.459120283648566,14.206693290683779,-37.07059852065709,15.586151541541541,-42.729487323647916,104.06368956456909,-38.22898281816554,-167.7443313677029,0
1.1213485709636974,-2.8672903263111422,-9.45819395539067,14.20540565240431,-37.06730680290769,15.5857630319282,-42.72859018114957,104.06095094489288,-38.2269406640393,-167.74376878197236,1
1.1205099524820015,-2.8655369430673163,-9.453782870717621,14.199666651047858,-37.05622500048246,15.580839562268988,-42.71740620206513,104.04660544760728,-38.227824216934636,-167.73423429203473,2
1.1198529767997745,-2.8654828189484434,-9.459561960353724,14.20984773800926,-37.10379078936697,15.565170006919608,-42.682226295289624,104.05593357659946,-38.30308304496555,-167.6972953783834,3
1.1203993329788513,-2.8691931827264785,-9.480631357036717,14.242569791294624,-37.22224294730242,15.544819886778312,-42.6368348362848,104.10567353835728,-38.45038538976052,-167.6448105786473,4
1.1106991301864928,-2.8481040323455593,-9.42384052072797,14.16701980774654,-37.05904631664297,15.495293622724182,-42.52399573034291,103.92743528043934,-38.415134649073956,-167.55260577424778,5
1.1160097848922939,-2.863173279401027,-9.48041277536424,14.249133629825561,-37.30514982864617,15.48885623780265,-42.510764212825194,104.08168823219745,-38.64399221403353,-167.51955468234337,6
1.1128163872192074,-2.8584525763780175,-9.477850886948909,14.250090939353687,-37.35082140685947,15.451260639651732,-42.426019714306854,104.05901777562104,-38.765465684044095,-167.43617251105604,7
1.1225070535287267,-2.880509454446394,-9.5419683077009,14.337414247319614,-37.55948577020237,15.490750699992438,-42.51646839460491,104.25295425282732,-38.861387899087326,-167.50375532577416,8
1.1274000309460164,-2.889213369860821,-9.556624930730553,14.353135879659972,-37.55575960144968,15.534015947500347,-42.614239291586166,104.31138671646269,-38.764245895637785,-167.59578385559652,9
1.1297611740319113,-2.8949359256552847,-9.574770654033431,14.378444402959206,-37.622137549158225,15.540258382439498,-42.628715785282665,104.36410810552903,-38.80841873312848,-167.60384542990124,10
1.129931659458686,-2.896160721968132,-9.582078062996104,14.38989615680732,-37.66400525166389,15.532684603364796,-42.611837991074935,104.38116177850753,-38.86123670567892,-167.58454259040954,11
1.1308205895443761,-2.8979605612990067,-9.58605721078349,14.394781960052455,-37.6709714399727,15.539106294022414,-42.62636953557047,104.39478888294342,-38.85337326698848,-167.5975896071949,12
1.1305144660393578,-2.897076667645859,-9.582753921902592,14.390002454685966,-37.656653928263594,15.539460292444257,-42.62709616365845,104.3858185323401,-38.84015715916545,-167.59945978621792,13
1.1270091440950694,-2.8872484318240645,-9.546190695369255,14.337046516902028,-37.498972562961136,15.542841269169891,-42.63387164604827,104.28622631713206,-38.69571762045392,-167.61892364808563,14
1.128523400062723,-2.8914681951062824,-9.561926197792479,14.359864650994455,-37.56694833774329,15.541311348183527,-42.630795687122145,104.32907165596708,-38.758149337526085,-167.61038311318686,15
1.1191645219992246,-2.874666720487994,-9.532747555600896,14.327955288648162,-37.56697960348499,15.460118890474684,-42.44727714415221,104.21483417214257,-38.934435462326036,-167.4382203495803,16
1.1091204044179572,-2.8553031632872785,-9.49220693766286,14.279074910866765,-37.51109063757444,15.384541585615935,-42.276148575185914,104.07149910737134,-39.05001604327721,-167.2822341349627,17
1.0984424384815636,-2.834550559607833,-9.447561870150942,14.22453791431546,-37.441711476095406,15.306422389392297,-42.09913637614511,103.91554371171966,-39.159497838554145,-167.12171175170246,18
1.0958965006015768,-2.829640174302194,-9.437085222140478,14.211773417862167,-37.42604017473795,15.287669448180571,-42.05663601268142,103.87873947730417,-39.186655485573965,-167.0830705397724,19
1.0820204237925461,-2.8016511924344654,-9.371399359075747,14.128535403117866,-37.28868779199609,15.195792729920731,-41.847964723553304,103.65792828025769,-39.26715501030124,-166.89794338808127,20
1.0630822425293824,-2.7638950236233417,-9.28558188047969,14.021226902429202,-37.126046342737006,15.064338586812964,-41.549588050978905,103.36434582886135,-39.41186842498693,-166.63026309646617,21
1.037731762761804,-2.715722989506544,-9.18780052105304,13.90491281604627,-37.013619055345124,14.865672709643261,-41.09936825854067,103.00912563084762,-39.746939692936586,-166.21523706464674,22
1.0279801337872176,-2.697493118879497,-9.15251049904056,13.86392634003949,-36.985004073689936,14.785896030618119,-40.91865917923748,102.87740613545608,-39.89593158596854,-166.04721508477652,23
1.0183408919672834,-2.6799224217498048,-9.120259073099836,13.827450621141564,-36.97177867241028,14.704401937940213,-40.73413165866229,102.75350861987909,-40.062067525779014,-165.87440732587297,24
1.0256283851210983,-2.6950269249163403,-9.156918068458694,13.874455024896418,-37.05468912633307,14.75265435961962,-40.84412817470171,102.87761441002273,-40.02846355340661,-165.97243838541198,25
1.0258264074013461,-2.6954009159827246,-9.157661722597584,13.875330586820139,-37.05543206154646,14.754245398589461,-40.84773437150996,102.88035908627687,-40.025640108144025,-165.97578129534705,26
0.9891671319584551,-2.6215967878790023,-8.988285885815273,13.662759234147495,-36.72867474356741,14.494075387846891,-40.25572539977157,102.2921339894178,-40.310759816766485,-165.43980159220104,27
0.9737342874567733,-2.589861878139057,-8.912161297696446,13.565546641794292,-36.561486223058914,14.390747781057971,-40.02032973626096,102.03341498758557,-40.39136098717866,-165.22956186165527,28
0.99407594549521,-2.6223870494095567,-8.94531300773971,13.586167080154167,-36.36908392310625,14.61399033838213,-40.52498879508514,102.2219958176887,-39.735030888699306,-165.72324387928077,29
0.9741353336645618,-2.574406042433396,-8.795684240702254,13.378296707855041,-35.834406112848534,14.550906688294983,-40.37880210934347,101.77555573604066,-39.405109876023225,-165.62855877228435,30
0.9134442057112341,-2.465404984416057,-8.609275864653148,13.176408006245659,-35.86991553793241,13.998020248309622,-39.125429274879174,101.0127226257628,-40.64739872690192,-164.43586508541685,31
0.8692137048462497,-2.3807764657080592,-8.436116013995894,12.969585590232137,-35.66709534737215,13.642602886945507,-38.31799229765887,100.37071627914418,-41.24914555032963,-163.68475787378523,32
0.9116869872958974,-2.4411119274233894,-8.449960263836982,12.923864181815828,-34.91892036860377,14.187868549505371,-39.55012393261689,100.64681750595878,-39.39712601966147,-164.91726319441688,33
0.890026103158266,-2.3971873341246157,-8.346133805058463,12.791773612877344,-34.70041563867343,14.03980683749429,-39.21276473200271,100.28902634724031,-39.52988276498389,-164.6141454590127,34
0.7762298232347657,-2.2101235798528993,-8.124202847820651,12.617969991666852,-35.56543479148634,12.820621360972988,-36.45163513349077,99.12868483338946,-42.96550088373065,-161.9145893562998,35
0.727636442529848,-2.1240111645582638,-7.984150413801451,12.471107384022956,-35.65719964445369,12.35665563248538,-35.3985751684672,98.52613039444003,-44.066391119965274,-160.90169566801393,36
0.6261655472198223,-1.9422719918179574,-7.67970605211887,12.145624917271535,-35.78311857869574,11.39372609375865,-33.211099265034136,97.22884246153586,-46.298779214803,-158.7972839798777,37
0.5150313698147531,-1.738578436784708,-7.315477504298458,11.740413857186981,-35.744975918175804,10.362870797772022,-30.86536612079932,95.71821844115767,-48.54565677250971,-156.54412298181143,38
0.45510843871900253,-1.6272762462210073,-7.109720119791911,11.507193542302536,-35.67281030758908,9.811957199877808,-29.610174252085915,94.87367567765867,-49.704963463902374,-155.33802307890818,39
0.3282998595521806,-1.3891459310289476,-6.6586236211618415,10.989219706612829,-35.43756494075218,8.649969236990202,-26.95946476360483,93.03119314606616,-52.086094272108106,-152.7874530879947,40
